               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10771,            0.015657,                   0,          0.00042553,              0.0625,          0.00024146,          5.9068e-05,            0.099205,            0.017748,                   0,              0.0757,              0.0027,              0.0027
